"date","time","account","text"
"2024-12-10","11:51:22","ぽぽ@XcClFOZXcL85543","組織にいると、組織によってあるべき姿が決まってる

染まるまでの間の、自分の理想とか価値観とずれているときがきつそう#mgtorg2024"
"2024-12-10","11:51:26","ボウルサラダボウル@SiTiMiY4_ch","#mgtorg2024抗体持ち蛙x.com/sitimiy4_ch/st…"
"2024-12-03","11:30:44","ボウルサラダボウル@SiTiMiY4_ch","#mgtorg2024ゲストの方たちも一度会社に入ってるけど、創造性を失わなかったからこそ、ナレッジワーカーになれたんだと思う。

だから、この講義の内容をその時まで覚えてることが大事"
"2024-12-10","11:51:41","ペパーミント@If8Rywjdt","今のゼミの組織の感じで、日本の官僚制組織に入ったらそのギャップを感じてしまいそう。
企業に入っても「気がついたら染まってた…」ってことがないように生きていきたい！#mgtorg2024"
"2024-12-10","11:52:35","ペパーミント@If8Rywjdt","「茹で蛙」にならない為の「予防」。
その為に、「外部のネットワーク」を持っておくとか？#mgtorg2024"
"2024-12-10","11:52:57","まる@oDApfas7DPvsAp3","染まらないようにするためにも、外部とのネットワークって大事じゃない！？自分の当たり前が、当たり前じゃなかったことに気づける！#mgtorg2024"
"2024-12-10","11:54:19","こんぺい@yu813508346040","茹で蛙シンドローム
ひとつの組織に依存しすぎていると、絶対的にそれが正しいと盲目的になってしまいそう
他の人とも交流すること、意見を素直に聞いてみることも大事にしたい#mgtorg2024"
"2024-12-10","11:56:47","あもーれ@1sfzWkHIGu6XdGs","外部のネットワークは向こうからやってこない。 カフェゼミのゲストの西さんも同じようなことを言っていた。自分から飛び込んでみる、出会いをきっかけにすることを忘れずにしたいね。#mgtorg2024#melc2024"
"2024-12-10","11:56:54","味噌ラーメン@yuta_mgtorg2024","当たり前を揺さぶる状況
気の合わない仲間と同じ釜の飯を食べるみたいな…？笑#mgtorg2024"
"2024-12-10","11:57:36","ぽぽ@XcClFOZXcL85543","色々な人と会って、知らない場所に行って、そうすると意外とそこに自分に合った世界があったりして#mgtorg2024"
"2024-12-10","11:57:48","ボウルサラダボウル@SiTiMiY4_ch","#mgtorg2024社会性を持った蛙
🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸"
